#Drug	Gene	label
DB06155	Q9NUV7	0
DB02114	Q12756	0
DB00967	Q13393	0
DB02547	Q9NS85	0
DB03693	P78368	1
DB07017	P28845	1
DB00110	P00736	1
DB05883	P22557	0
DB01161	Q9Y5Y9	1
DB04792	P01574	0
DB05080	Q16790	0
DB00203	P10635	1
DB06285	P10276	0
DB06699	Q96GD3	0
DB01136	P16860	1
DB01373	P98194	1
DB01218	P25098	0
DB03341	P22033	0
DB07811	Q16539	1
DB02376	P05067	0
DB00425	P14867	1
DB00087	Q10588	0
DB02998	Q15596	1
DB02692	P35228	1
DB06674	P10145	0
DB01366	P07550	1
DB00381	P30084	0
DB00357	Q9BZW2	0
DB00850	Q13557	0
DB05694	P17544	0
DB00202	Q9GZZ6	1
DB00421	O43497	1
DB02079	Q2M3G0	0
DB00674	P02708	1
DB03279	P80365	0
DB08322	P30838	0
DB00943	P08684	1
DB05452	Q16515	0
DB08569	Q9NR82	0
DB03276	O14556	0
DB00629	Q12791	0
DB08015	P53779	1
DB03465	Q96BH3	0
DB00204	P22694	0
DB08915	P37231	1
DB00123	P00918	0
DB04841	P10635	1
DB06712	Q13936	1
DB07893	Q15075	0
DB07106	O75891	0
DB01251	P18440	0
DB03461	Q92506	1
DB06103	P12268	1
DB03955	P35520	0
DB07503	P23763	0
DB02512	P05062	1
DB05122	P16144	1
DB01220	Q9Y6M9	0
DB01185	Q9NZK7	0
DB01237	Q5JTZ9	0
DB02679	P23763	0
DB00668	P08913	1
DB01088	P27815	1
DB02297	P51170	0
DB08596	Q8NE62	0
DB03519	P59796	0
DB06201	P41594	1
DB00396	P24462	1
DB04839	P15328	0
DB01351	Q16831	0
DB06933	P53779	1
DB06869	O95178	0
DB07633	Q9BW92	0
DB00312	P47870	1
DB07272	P45983	1
DB00182	P08913	1
DB01009	P35354	1
DB08465	P78334	0
DB04126	P11678	0
DB02712	P28161	0
DB00748	P20813	1
DB06858	P00734	1
DB08130	Q04759	0
DB00241	Q8N1C3	1
DB01129	P11712	1
DB01189	P30049	1
DB00364	P01133	1
DB03988	Q05940	0
DB00858	P25929	0
DB00898	P04118	0
DB08184	Q9H2G2	0
DB00239	P33261	1
DB02585	P04792	0
DB03796	O43617	1
DB01839	Q15758	0
DB07947	Q9UI09	0
DB08867	P06401	1
DB08312	P33402	0
DB03179	P00750	0
DB07105	P03897	0
DB00988	P08908	1
DB04246	O15399	0
DB05875	P06276	1
DB05161	Q99873	0
DB05814	P37173	0
DB00898	P11712	1
DB08056	P49759	0
DB06616	P00519	1
DB06073	Q16831	0
DB07104	P35790	0
DB01594	P18507	1
DB06809	P43116	0
DB04068	P05107	0
DB03128	P22303	1
DB01548	P41143	1
DB00578	P11362	0
DB01599	A5X5Y0	0
DB05676	P60568	1
DB00119	O15403	1
DB08248	P24941	1
DB08039	Q13557	1
DB03909	P24394	0
DB00252	P08684	1
DB06268	P24530	1
DB05254	Q96PF1	0
DB03010	P04350	1
DB01355	Q16445	1
DB00107	P30559	1
DB01352	Q13002	1
DB03556	P20674	0
DB03849	Q08499	1
DB09068	P20815	1
DB03247	O75676	1
DB06956	P07900	1
DB06636	P08684	1
DB01972	P23109	0
DB00996	Q8TCU5	1
DB03373	P07477	1
DB03884	Q9UJM8	1
DB07227	P49354	1
DB07164	Q14914	0
DB03222	Q9HCC0	0
DB01741	P13686	0
DB04975	Q9UL51	0
DB06925	O14732	0
DB03486	Q8WVQ1	1
DB00653	P50052	0
DB01213	P08631	0
DB00850	Q9HCR9	0
DB00163	P05154	0
DB01080	Q9HCC0	0
DB07382	Q8N0U8	0
DB00420	P20309	1
DB03127	P07477	1
DB07814	O94925	0
DB00755	O60939	0
DB00724	P08684	1
DB03100	P16870	0
DB00813	P49585	0
DB07079	P78536	1
DB00118	P19623	1
DB08869	P11387	0
DB00289	Q13224	1
DB00140	P42126	0
DB01246	Q9P2W7	0
DB00278	P20815	1
DB03480	P05113	0
DB00674	Q05901	1
DB00204	P01834	0
DB01420	P10275	1
DB00142	Q05932	1
DB02325	P01375	1
DB02504	Q92696	0
DB02448	P04054	1
DB00800	P35368	1
DB00860	P08684	1
DB02519	Q99447	0
DB08200	O43525	0
DB00121	Q96RQ3	1
DB08136	Q02127	0
DB07512	P69905	0
DB07154	P16442	0
DB03633	O15111	0
DB03555	P49721	0
DB01010	P06276	1
DB00532	P11712	1
DB06841	P21462	0
DB04215	P39023	0
DB01291	P53597	0
DB07827	P45452	1
DB00157	O43674	1
DB02902	P32297	0
DB02552	O95749	1
DB07406	O75795	0
DB07521	P30084	0
DB04863	P15151	0
DB07215	P14324	0
DB00306	P31644	1
DB01946	Q09013	1
DB07583	P61925	1
DB00794	P33261	1
DB06956	P20783	0
DB06643	O14788	1
DB09043	P43220	1
DB00201	P29972	0
DB07306	P31644	0
DB03977	P62158	1
DB08597	P09958	0
DB00921	P05177	1
DB08447	P78348	0
DB06262	P13945	1
DB00034	Q9Y6M4	0
DB04008	P49069	0
DB08531	Q16832	0
DB01407	P08588	1
DB01337	P06276	1
DB01069	P14416	1
DB05219	Q08493	1
DB03023	P12931	1
DB07605	P07204	0
DB00984	P31513	0
DB00454	P08173	1
DB08015	P42898	0
DB07975	Q9NZD2	0
DB02539	Q13332	0
DB06061	Q9Y694	0
DB08029	P08254	1
DB05421	Q9NRF9	0
DB01418	P33261	1
DB00224	P11712	1
DB00026	P07711	0
DB08388	P22352	0
DB00835	P11712	1
DB00120	P17735	1
DB08134	P78348	0
DB06077	P10153	0
DB04588	O43424	0
DB02452	Q96GD0	0
DB01919	Q6TGC4	0
DB00172	O15460	1
DB06781	P62745	0
DB02466	P14780	0
DB03754	P15692	1
DB00562	O43570	1
DB03880	P62508	0
DB01737	Q5TDP6	0
DB01115	P14598	0
DB00246	P34969	1
DB01564	Q96BH3	0
DB00981	O95479	0
DB00356	P05177	1
DB00691	Q9BYF1	1
DB04905	P10635	1
DB04003	P06239	1
DB04527	O00187	1
DB04530	P17612	1
DB07919	P01308	0
DB00619	Q9NPH2	0
DB07993	P56817	1
DB05459	P25100	0
DB09063	Q9UM73	1
DB06929	P00734	1
DB06923	Q9BZX2	0
DB07406	P19634	0
DB00811	P49902	1
DB04315	P51149	1
DB07756	P10276	0
DB06127	Q08881	0
DB07479	P06746	1
DB08246	Q02318	0
DB08901	P10721	1
DB06698	Q9Y5N1	1
DB04363	P30043	1
DB00334	P47870	1
DB00674	P30532	1
DB03877	P35520	0
DB02402	P59796	0
DB01567	P34903	1
DB00381	P04798	1
DB04854	Q969G6	0
DB08790	Q92993	0
DB00656	P08913	1
DB04958	Q08881	0
DB01197	Q9UHC9	0
DB02336	P12931	1
DB09038	P31639	1
DB00261	P62491	0
DB01151	P31644	0
DB00014	P05062	0
DB07724	P17658	0
DB07234	P35626	0
DB03850	P05556	0
DB00155	P35228	1
DB01161	P19367	0
DB01643	P04818	1
DB07020	P20333	0
DB08129	P25788	0
DB03769	P06276	0
DB08816	P08684	1
DB01590	P08684	1
DB01049	P41595	1
DB05767	P19838	1
DB09570	P11712	1
DB02046	P04792	0
DB08772	P24385	0
DB00844	O60218	0
DB05829	Q03431	1
DB04864	P54577	0
DB01043	P46098	1
DB02340	Q15116	0
DB01224	P28223	1
DB00371	P31644	1
DB01149	P28335	1
DB01212	Q4U2R8	1
DB04091	P11226	1
DB01167	P24462	1
DB00295	P28070	0
DB01023	P20815	1
DB08082	Q9NPH2	0
DB00865	Q01959	1
DB02860	Q9NR19	0
DB08631	P61313	0
DB05065	Q04609	0
DB01215	P31644	1
DB07230	O95573	0
DB01095	P33261	1
DB07186	Q7Z2Z2	0
DB01392	P78508	1
DB03073	Q99460	0
DB03495	Q9H2X9	0
DB06151	O14920	1
DB03783	P04798	1
DB00857	P05108	1
DB03144	P05089	1
DB00514	P20813	1
DB02845	P80365	0
DB07905	P28482	1
DB01097	P11712	1
DB06772	Q9H4B7	1
DB03587	P04211	0
DB00539	Q71U36	0
DB00721	Q12791	1
DB01646	O95180	0
DB04404	O00591	0
DB07315	Q99624	0
DB07319	P07900	1
DB00143	Q16772	1
DB00162	P04798	1
DB07987	P04626	0
DB01032	P04406	0
DB03147	P16435	1
DB01750	P63208	1
DB00322	Q9BY32	0
DB02052	P06493	1
DB00463	O14764	1
DB03442	P42357	0
DB00761	Q9H2X9	1
DB03796	P50897	1
DB02774	Q9Y5R2	0
DB05419	P49137	0
DB07562	P22830	0
DB09292	P08473	1
DB06691	P10635	1
DB08896	P20813	1
DB01179	P33261	1
DB06764	P35348	1
DB00349	P28472	1
DB01159	P18507	1
DB05412	P01375	1
DB07950	Q16773	1
DB05739	P02775	0
DB04338	P28482	1
DB02636	Q9NZK7	1
DB09074	Q9UGN5	1
DB00231	P08684	1
DB01725	P23921	0
DB00831	Q03154	0
DB01664	Q9NS75	0
DB03722	P12235	0
DB01136	P05181	1
DB01224	P34969	1
DB00934	P08173	1
DB00404	P11712	1
DB00031	Q07954	1
DB00364	P45381	0
DB07670	P33260	1
DB00753	Q99928	1
DB08918	P10632	1
DB05206	P60880	0
DB07877	Q13936	0
DB01072	Q8N5Z0	0
DB04920	P05181	1
DB04751	Q15418	1
DB01159	P47870	1
DB04883	P08174	0
DB03158	P32019	1
DB04251	O00204	0
DB01577	P18089	1
DB07339	O75976	0
DB01110	Q14654	0
DB08777	P21281	0
DB02875	P36405	0
DB01472	P08913	1
DB01406	P06401	1
DB03921	P61073	0
DB05766	O43570	0
DB07627	P27824	0
DB00437	Q06278	1
DB03345	P02679	0
DB07363	P23743	0
DB00589	Q9BW91	0
DB03319	Q92637	0
DB00583	Q8N8R3	1
DB03935	P08758	1
DB06212	P37288	1
DB04880	Q99712	0
DB00683	P47869	1
DB04108	P22735	0
DB06828	P09960	1
DB00138	P82251	1
DB08690	P00156	1
DB07431	P49137	1
DB00095	P02745	1
DB03719	Q15596	0
DB02783	P00505	1
DB00714	P18089	1
DB00149	Q9P2J5	1
DB04276	Q96LB9	0
DB08838	Q00975	1
DB08918	P51589	1
DB00402	Q8N1C3	1
DB00243	Q14524	1
DB00682	P04798	1
DB03223	Q9NZK7	0
DB04200	Q6PKH6	1
DB00119	P53985	1
DB06879	P10646	0
DB00906	Q13183	0
DB08422	P29218	0
DB00911	P24752	0
DB06930	P56817	1
DB00604	P46098	1
DB05308	Q8IUR0	0
DB06844	P28472	0
DB00026	P08048	0
DB04940	Q9H4B7	1
DB04786	Q9NXA8	1
DB08923	Q9UKQ2	0
DB09280	P20813	1
DB03591	P12931	1
DB01339	Q15822	1
DB08846	Q6NUM9	0
DB07393	Q92847	0
DB00797	P42126	0
DB01536	P42330	1
DB05253	P06401	1
DB00122	P05787	0
DB06709	P51161	0
DB01297	P08588	1
DB00002	P42338	0
DB06403	P25101	1
DB00448	P08684	1
DB01252	P16662	1
DB00668	P08684	1
DB07870	P08637	0
DB06902	P62508	1
DB08247	P04118	0
DB00013	P14543	1
DB00489	Q12809	1
DB01179	P18405	0
DB00343	P10635	1
DB04377	P11387	0
DB00174	Q99624	1
DB00550	P07202	1
DB06945	Q9UNA0	1
DB07596	P09012	0
DB03332	Q16739	0
DB00536	P78352	1
DB02011	P00480	1
DB05442	P01584	1
DB04608	P01583	0
DB00641	P05107	1
DB08395	O43548	0
DB08899	Q00987	0
DB03298	P12931	1
DB08826	P19224	1
DB08006	Q02127	1
DB04860	Q9NYK1	1
DB04485	Q9Y663	0
DB01309	P32745	0
DB05785	P20674	0
DB01053	Q8TCC7	1
DB03247	Q9NVS9	1
DB01159	Q16445	1
DB07384	P06576	1
DB01435	P10632	1
DB05271	P14416	1
DB00381	P11509	1
DB07633	P16442	1
DB00540	P08173	1
DB00253	O95864	0
DB03955	O60840	0
DB05210	O00459	1
DB09018	P24530	0
DB00281	P20815	1
DB05220	P36021	0
DB06663	P30874	1
DB06800	P49765	0
DB05390	P56817	0
DB00013	P00742	0
DB06875	Q92731	1
DB07531	P24941	1
DB00774	P30556	0
DB07454	P11168	0
DB03766	P15328	0
DB00675	P05771	1
DB07031	Q96KS0	0
DB00720	O60858	0
DB03106	Q14643	0
DB00778	O95573	0
DB00802	P35372	1
DB05463	P13716	0
DB01207	P21731	1
DB00247	P51512	0
DB01200	P28223	1
DB07007	Q07699	0
DB03016	P54760	0
DB02813	P29323	0
DB00496	P11229	1
DB01962	P12931	1
DB04325	P19404	0
DB01171	P11712	1
DB01090	P30926	1
DB03657	Q8TC12	0
DB02383	Q05940	0
DB01325	Q9Y6I3	0
DB00144	P22557	0
DB00466	P23416	1
DB01940	P17612	1
DB01087	P49419	0
DB00151	P16455	1
DB00583	P43155	1
DB08818	Q5JVS0	1
DB00439	Q9ULK0	0
DB00356	Q12791	1
DB06728	P19971	0
DB01348	P12821	1
DB00677	Q969P6	0
DB00530	O75469	1
DB00115	Q99707	1
DB01160	P48443	0
DB01708	Q92731	1
DB00898	P23415	1
DB02166	P22303	1
DB02735	P30291	0
DB08818	P05362	1
DB01319	Q16568	0
DB00814	Q13956	0
DB04048	Q7Z4W1	0
DB04855	Q12809	1
DB06419	P20815	1
DB06216	P08588	1
DB02631	P25929	0
DB07689	P32745	0
DB04674	P07585	0
DB04761	P00734	0
DB03588	Q9UGN5	0
DB00622	P20815	1
DB00530	Q6L8H2	0
DB07189	Q8TET4	0
DB00899	P41145	1
DB00199	P48745	0
DB07136	Q9NPJ3	0
DB08239	O43708	0
DB06857	P00746	0
DB07995	Q92696	0
DB07625	Q9UNK4	0
DB03807	Q07343	1
DB02952	P06850	1
DB00759	P04156	1
DB02871	P19429	0
DB00399	P17181	0
DB04316	O14757	0
DB01036	Q92637	0
DB00908	P04798	1
DB06725	P17174	0
DB01840	P60568	0
DB04799	O14949	1
DB03878	P00519	1
DB08688	Q96GW9	0
DB00819	P43166	1
DB00147	P41180	0
DB08895	P08684	1
DB01698	P42330	1
DB00898	P42262	1
DB00122	O14939	1
DB08875	P07949	1
DB08661	Q9Y468	0
DB07441	Q9UQD0	0
DB00802	Q13564	0
DB00338	P57059	0
DB05869	P01375	1
DB01622	P28223	1
DB08222	P10114	0
DB01352	P14867	1
DB05417	Q15661	0
DB04107	Q9BV57	0
DB00130	P11717	0
DB03121	Q13526	0
DB00432	P32297	0
DB00916	P10632	1
DB00436	P00915	1
DB00318	P0CG22	0
DB06626	P19793	0
DB05239	P08684	1
DB07358	Q05901	0
DB00980	P0C0L5	0
DB00363	P00533	0
DB00398	P11712	1
DB08332	P49588	0
DB01752	O60678	1
DB01028	Q9UN88	1
DB03389	O95168	0
DB08396	P63092	0
DB00515	P05164	1
DB06919	Q8TE23	0
DB06594	P28335	1
DB01933	Q14697	0
DB02860	P36873	1
DB00898	P28332	1
DB08661	P12277	0
DB00402	Q16445	1
DB07265	P00395	0
DB03987	P00374	1
DB06951	P30838	0
DB00602	P08684	1
DB08914	P06213	1
DB04077	O14717	1
DB01215	P14867	1
DB07061	Q9Y4U1	0
DB01087	P05177	1
DB01626	P27338	1
DB00724	Q9NS85	0
DB00829	P08684	1
DB00624	Q9HB55	1
DB00388	P35368	1
DB07555	P22303	1
DB02010	P11309	1
DB04875	O76054	0
DB00462	P11229	1
DB05351	P53611	0
DB00159	O60488	1
DB07786	P04141	0
DB01188	Q05315	0
DB01175	P23975	1
DB00860	P11509	1
DB00725	P43403	0
DB07437	Q16831	1
DB00783	P24462	1
DB00231	P47869	1
DB01186	P14416	1
DB01120	P11712	1
DB00148	Q14353	1
DB01346	O00180	1
DB05202	Q15822	0
DB01425	P42336	0
DB04644	P20472	0
DB00128	Q96HD9	1
DB04975	P04798	1
DB04534	Q86SZ2	0
DB01115	Q13698	1
DB00900	P08559	0
DB07446	Q96GW9	0
DB09202	P25100	1
DB00392	P11229	1
DB04530	Q07343	1
DB00547	Q15031	0
DB01026	P20813	1
DB08422	Q9UKQ2	0
DB08402	P19793	1
DB00920	Q9NP56	1
DB01055	P14679	1
DB05395	P04731	0
DB06712	P05181	1
DB01115	P20813	1
DB08773	P25963	0
DB03283	Q13443	0
DB02624	P31930	0
DB03345	Q9UNI1	0
DB03419	P53674	0
DB00458	P33260	1
DB08515	O14818	1
DB03374	P61925	1
DB04657	Q07954	0
DB00255	P11511	1
DB01403	P21917	1
DB07696	P42574	1
DB03661	P30273	0
DB08195	P25774	1
DB00960	P08908	1
DB00873	P04150	1
DB04793	Q96I15	0
DB05075	P35916	1
DB08365	Q16798	0
DB01169	P05412	1
DB08838	P38435	0
DB00981	P80188	0
DB00306	P18505	1
DB00391	P68363	0
DB01917	P11926	1
DB01115	P04798	1
DB01235	P10145	0
DB08385	P21589	0
DB07644	Q6UWP2	0
DB08677	P01579	0
DB04942	P10276	1
DB00145	Q9H598	1
DB04855	Q01668	1
DB03345	Q04760	1
DB04054	P16219	0
DB08073	P31751	1
DB00540	P23975	1
DB08201	P06276	1
DB07771	P01116	1
DB00989	P08684	1
DB04797	Q9NP56	0
DB01212	P46059	1
DB05332	P40238	1
DB07412	Q96I59	0
DB04325	P07478	1
DB08566	P17538	1
DB00277	Q14432	1
DB00697	P05177	1
DB06637	P22001	1
DB01373	P24311	0
DB02234	Q96P88	0
DB00019	Q99062	1
DB03510	Q9UGM6	0
DB03019	P20138	0
DB00911	P19652	0
DB07587	P01178	0
DB08504	P31937	0
DB04132	P0CG29	1
DB07285	Q01718	0
DB06689	P05181	1
DB01201	P24462	1
DB00246	P20815	1
DB01809	P07949	1
DB06738	Q7Z2W7	0
DB00641	P04035	1
DB08299	Q9UHI5	0
DB07697	P32321	0
DB01275	P05062	0
DB00927	P33261	1
DB03169	P28066	0
DB05220	P98194	0
DB04593	P48506	0
DB07182	P15151	0
DB00087	O75015	1
DB00444	P08684	1
DB00993	P09488	1
DB08201	P51649	0
DB02556	P06850	1
DB00142	P15104	1
DB07232	Q9UGN5	1
DB02800	P20618	0
DB00619	P04629	1
DB09065	P10635	1
DB04410	Q9UN88	0
DB01228	P10635	1
DB03766	Q9NQX3	1
DB04447	Q9UQM7	1
DB07647	P48637	0
DB04879	P35968	1
DB00126	Q9NXG6	1
DB00185	P08758	0
DB00786	Q9NRE1	1
DB00805	P62158	0
DB08437	P61313	1
DB07999	Q9UDR5	0
DB00398	P11362	1
DB09280	P33261	1
DB00721	Q9UGI6	1
DB02869	P05177	0
DB05165	P06730	1
DB06403	P33261	1
DB09053	P07900	0
DB05216	P20839	0
DB07675	P48163	0
DB00252	P10632	1
DB08762	Q8WWL2	0
DB00241	P14867	1
DB01341	P32321	0
DB00753	P30049	1
DB07102	P09960	1
DB03368	P62829	0
DB08935	Q9Y468	0
DB01346	P68366	0
DB05120	Q16740	0
DB05155	Q6NXR0	0
DB08881	P15056	1
DB01660	Q9UBT6	0
DB08191	P11086	0
DB01388	P15538	1
DB00589	P21918	1
DB06809	P50416	0
DB01186	P18825	1
DB07204	Q9NYR8	0
DB03848	P55055	1
DB00622	P25100	1
DB01073	P27707	1
DB05047	P18440	0
DB02565	O75493	0
DB00582	P33261	1
DB07718	P14174	1
DB08424	Q9UPY5	0
DB06912	Q9UK23	0
DB02044	P29474	1
DB00273	P34903	1
DB01024	P12268	1
DB06937	Q701N4	0
DB08025	Q9ULX7	0
DB02716	Q9NYQ3	0
DB00585	P06276	1
DB01023	Q13698	1
DB01259	P10632	1
DB01242	Q07021	0
DB06069	O14763	0
DB01041	P35354	1
DB01270	P15259	0
DB04759	P28221	0
DB00716	P16220	0
DB08448	Q99798	0
DB01021	P00918	1
DB04751	P12931	1
DB00132	O60427	1
DB05708	Q13443	0
DB05303	P06732	0
DB01963	P48651	0
DB01411	P08684	1
DB01748	O75879	0
DB00071	Q96C24	1
DB05740	Q15078	0
DB01253	P35348	1
DB01496	P42262	1
DB08877	O60858	0
DB00119	P11177	1
DB06834	P12271	0
DB08674	P49146	0
DB00039	O14786	1
DB00184	P10632	1
DB07245	P56817	1
DB02538	P22234	0
DB00022	Q5NUL3	0
DB00980	P08684	1
DB07641	P21397	1
DB02933	P02792	0
DB01263	P27707	0
DB06777	Q16552	0
DB03024	P51681	0
DB05387	P14780	1
DB07757	O96017	0
DB05478	P08684	1
DB01115	P11712	1
DB02701	P05181	1
DB00106	P15151	0
DB00936	Q04828	1
DB06843	P63092	1
DB00568	P08173	1
DB06967	P40939	0
DB02779	Q06124	1
DB04485	O00142	1
DB05220	Q9NPA2	0
DB09068	P31645	1
DB08186	P32239	0
DB06813	P61925	0
DB06734	Q96C24	0
DB00502	P08684	1
DB02983	Q05315	1
DB03392	P11217	1
DB00540	P08908	1
DB00201	Q14432	1
DB03216	Q9ULW8	0
DB01269	P00533	1
DB03623	Q9NR33	0
DB04527	Q08462	0
DB00421	P54284	1
DB04166	P09601	0
DB01195	P35499	1
DB01028	P10635	1
DB01059	P11388	1
DB04821	P27338	1
DB00934	P35348	1
DB00897	Q8N1C3	1
DB00679	P03952	0
DB01359	P01920	0
DB07608	Q13627	1
DB09079	P35968	1
DB02637	Q02156	0
DB08394	P52732	0
DB04953	O60656	1
DB08406	P00374	1
DB07672	P10147	0
DB07766	P17181	0
DB08303	P07947	0
DB07080	P28702	1
DB07926	P11310	0
DB01065	P33261	1
DB00408	P46098	1
DB00875	P21728	1
DB05166	Q8TDV5	1
DB00121	Q07864	0
DB08138	O75493	0
DB00025	P00740	1
DB02953	P54710	0
DB00142	Q04609	1
DB00144	Q9UG56	1
DB07248	Q05397	1
DB06207	P35348	1
DB01014	P23219	1
DB02568	P19883	0
DB02109	Q16620	0
DB05101	Q8N9I0	0
DB07764	P49747	0
DB05297	P10415	1
DB08765	P16389	0
DB01776	P48357	0
DB08114	P17612	1
DB07435	P49368	0
DB02216	Q96EY8	0
DB08210	P07477	0
DB08613	P01019	0
DB05139	P01019	0
DB01812	P52848	1
DB01662	P46098	0
DB07796	P49721	0
DB01397	P35354	1
DB06216	O00217	0
DB01033	Q96I99	0
DB01054	P24462	1
DB06945	O00244	0
DB00312	P43681	1
DB03010	P68371	1
DB04278	P15538	0
DB07489	Q9Y6M4	1
DB01240	Q16647	1
DB06853	P00748	0
DB03696	Q15382	0
DB07364	P47898	0
DB05072	P25103	1
DB00546	P28476	1
DB02342	Q16665	1
DB07766	P30825	0
DB08497	P07101	0
DB00421	Q9P0X4	1
DB03461	P29475	1
DB00898	P07327	1
DB01791	Q9NNW7	0
DB00151	P32929	1
DB07187	P15121	1
DB00909	P00915	1
DB00439	Q15761	0
DB04434	Q9H3N8	0
DB00759	P35568	0
DB00737	P05177	1
DB08240	P07225	0
DB01217	P05177	1
DB08894	P07814	0
DB00200	O60494	1
DB07095	P11245	0
DB03844	P05305	0
DB05252	P35228	1
DB05428	Q9NNW7	1
DB04214	P24666	1
DB01216	P18405	1
DB01138	P20813	1
DB00157	Q16718	1
DB03399	P02144	1
DB01098	P04035	1
DB04551	P51648	0
DB07017	P06870	0
DB00586	P16662	1
DB00046	P40616	0
DB00842	O14764	1
DB00121	Q9HCC0	1
DB08355	P24941	1
DB00360	P29474	1
DB01007	P11511	1
DB00230	O00555	1
DB03595	P04062	0
DB00656	P10635	1
DB01028	O00591	1
DB04003	Q03431	0
DB01115	Q13936	1
DB00116	Q9Y5K3	0
DB00661	P33260	1
DB03103	P78536	0
DB00552	P30291	0
DB03793	Q96S86	0
DB01015	O00244	0
DB03910	Q01959	0
DB00404	Q16445	1
DB01953	P15328	0
DB07410	O95749	1
DB02551	Q13255	0
DB00313	Q9HAW9	1
DB02044	P35228	1
DB07088	P25815	0
DB04977	P08684	1
DB08489	P53582	0
DB04464	P04271	1
DB01922	P04746	1
DB08340	P07737	0
DB08422	O95168	0
DB00248	P35462	1
DB05420	P23921	1
DB00669	P30939	1
DB06822	P48651	0
DB01382	P48048	1
DB08624	P00734	1
DB04758	P02749	0
DB08042	P35228	0
DB00334	P35462	1
DB00424	O00142	0
DB00340	P54710	0
DB00628	Q16445	1
DB08690	P47985	1
DB02226	P30305	0
DB07614	Q03181	0
DB06842	P27815	1
DB03271	P47985	0
DB00850	P33261	1
DB05217	P50440	0
DB07788	P55196	0
DB00157	P00338	1
DB01339	P49589	0
DB04643	Q86W47	0
DB00621	P10275	1
DB01580	P10635	1
DB08599	P39900	1
DB00753	P03886	1
DB00370	P21728	1
DB08936	Q15185	0
DB00108	Q9ULK0	0
DB01990	Q14833	0
DB02115	Q6YP21	0
DB01418	Q00653	0
DB04933	Q9Y345	0
DB01410	P23284	0
DB08613	P20248	0
DB03439	P16473	0
DB01226	P06276	1
DB00465	Q14571	0
DB05745	P55786	1
DB01496	Q13002	1
DB00475	O14764	1
DB01186	P21917	1
DB01065	P04798	1
DB03509	P29377	0
DB01559	P00492	0
DB03996	P52732	1
DB01178	P30536	1
DB08453	P47985	1
DB04272	O76074	1
DB00366	P04234	0
DB03333	O95342	0
DB00133	P35520	1
DB01905	Q96RQ3	0
DB01124	Q09428	1
DB00503	P24462	1
DB02115	P41180	0
DB00313	P35503	1
DB03120	P07237	0
DB03921	Q95460	0
DB07542	P07339	1
DB05023	P49286	0
DB01765	P68400	1
DB03381	O15264	0
DB03577	Q9Y5Y6	0
DB01558	Q16445	1
DB04018	P51692	0
DB07675	Q08426	0
DB06861	Q9UQD0	0
DB01897	P07203	0
DB01760	P68366	0
DB01132	P04746	0
DB00884	O75116	0
DB04112	Q9NS40	0
DB07856	P17612	1
DB00417	Q7L3T8	0
DB01973	P14854	0
DB01211	Q12809	1
DB00752	P43115	0
DB07940	P06276	1
DB08276	Q7Z406	1
DB01396	P05023	1
DB08397	Q9NR96	0
DB00626	P14735	1
DB00869	P11712	1
DB00694	P05177	1
DB00222	Q14654	1
DB00921	P11509	1
DB00726	P20309	1
DB01050	P25788	0
DB00795	O60264	0
DB03495	P04746	1
DB01207	P16050	0
DB01104	P27338	1
DB04250	P00395	0
DB01083	P08684	1
DB01296	Q00653	1
DB00145	P48637	1
DB00476	P31645	1
DB00936	P23219	1
DB07947	P31751	1
DB04269	Q9ULC6	0
DB01890	Q07869	1
DB07433	Q9UNI1	1
DB00450	O00222	0
DB03329	P07858	1
DB05241	P48736	1
DB00495	P11509	1
DB02341	P08238	0
DB00849	P36544	1
DB01289	Q15842	1
DB07975	Q02127	1
DB01196	Q92731	1
DB00115	P42898	1
DB00756	O15217	0
DB00384	Q05513	0
DB00982	Q16873	0
DB08437	Q9UNX3	1
DB04827	P15086	0
DB08155	P00918	1
DB03504	Q9NWT6	0
DB00700	P24462	1
DB00865	Q16348	0
DB01437	Q8N1C3	1
DB00752	P27338	1
DB00619	P10721	1
DB03893	Q05901	0
DB03390	P51788	0
DB00423	Q9NRF9	0
DB04400	Q92696	0
DB00182	P11509	1
DB00295	P35503	1
DB03523	O00459	0
DB03429	P12235	1
DB00754	Q9UQD0	0
DB09030	P25116	1
DB07093	Q02641	0
DB08009	Q96NX5	1
DB05391	P24557	0
DB00652	P48167	0
DB00700	P19099	1
DB00776	P21397	0
DB03496	Q14831	0
DB03323	Q96GW9	0
DB07034	Q16854	0
DB07460	Q96IY4	0
DB06973	P62508	1
DB00622	P35348	1
DB00328	P23141	1
DB00426	P11226	0
DB00157	P03886	1
DB05422	P31645	1
DB02449	P13995	0
DB00543	P31645	1
DB01110	P10635	1
DB00675	P11511	1
DB02335	P25929	0
DB07872	P04818	0
DB00723	P35348	1
DB02402	Q86XF0	1
DB00990	Q13526	0
DB02338	Q9UDR5	1
DB00139	Q9NVH6	1
DB03632	Q13885	0
DB01049	Q8WXA8	1
DB08088	O60669	0
DB00694	P47989	1
DB08510	Q96KC2	0
DB07289	O95264	0
DB08055	P53985	0
DB07341	P16442	1
DB00205	P10635	1
DB00005	P12318	1
DB07696	P25963	0
DB02052	Q00535	1
DB03202	O43497	0
DB01149	P31645	1
DB03010	Q13748	1
DB08156	P00918	1
DB08882	P16870	0
DB00263	Q16853	0
DB02354	Q9BY49	0
